Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,LF20_EVT_5,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,dist_pole,x,y
CO4066510677520010708,,MAD CREEK,Wildfire,"12028",MTBS,Extended,"1435","40.665","-106.775",2001/07/08,"503503220010705","703503220020630",,"43","-9999","-970","-150","80","194","360",,7228.734668529731607,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.007238253255028,-106.7783870906,40.6639555682
WY4215310529220010827,,LEROY,Wildfire,"12026",MTBS,Extended,"5615","42.153","-105.292",2001/08/27,"703403119991005","703403120020927","703403120010924","15","-9999","-970","-150","175","346","575",,7287.957338086749587,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017983763287313,-105.2974551850,42.1485687881
NM3618010708720010917,,VALLES,Prescribed Fire,"11830",MTBS,Initial,"2460","36.180","-107.087",2001/09/17,"503403520000913","503403520011018",,"-4","-9999","-970","-150","20","94","215",,7110.403147042864475,7059.000000000000000,7016.000000000000000,Colorado Plateau Pinyon-Juniper Woodland,"7016","2016",Tr Colorado Plateau Pinyon-Juniper Woodland,Tree,Conifer,"630",Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"121","255","94","0.474510","1.000000","0.368627",0.010146029792728,-107.0847722468,36.1764360781
CO3934910490620010926,,MVD PSFRXASST 4,Wildfire,"10004025",MTBS,Extended,"7375","39.229","-105.143",2001/09/26,"503303320010824","703303320020819","703303320011104","11","40","-970","-150","-9999","200","400",,7083.718887615370477,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.019872615753064,-105.1319304303,39.2210546453
CO4066610545920020320,,UNNAMED,Wildfire,"10004050",MTBS,Initial,"1104","40.666","-105.565",2002/03/20,"703403220000516","703403220020506",,"-8","34","-970","-150","40","200","350",,7172.850779510022221,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.005899235759626,-105.5571134841,40.6669266040
CO3942310550620020423,,SNAKING,Wildfire,"12583",MTBS,Extended,"2080","39.423","-105.506",2002/04/23,"703403320010924","503403320030922",,"49","-9999","-970","-150","85","231","425",,7133.560414884516831,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009786501181733,-105.5047283578,39.4208123567
CO3835010842420020520,,BUCKTAIL,Wildfire,"12573",MTBS,Initial,"2282","38.350","-108.424",2002/05/20,"703503320020513","503503320020724",,"-74","-9999","-970","-150","150","350","600",Patchiness along part of perimeter- possibly old burn area,7210.780070066173721,7086.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.012316085230535,-108.4294581647,38.3478541935
CO3839310848720020520,,"47",Wildfire,"12574",MTBS,Initial,"1618","38.393","-108.487",2002/05/20,"703503320010611","503503320020606",,"71","-9999","-970","-150","160","372","635",,7126.219780219780660,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.010505591772180,-108.4915193220,38.3922912598
CO3923710521920020522,,SCHOONOVER,Wildfire,"12584",MTBS,Extended,"2821","39.237","-105.219",2002/05/22,"503303320010824","503303320030814",,"29","-9999","-970","-150","120","193","330",,7163.089197068788962,7126.000000000000000,7127.000000000000000,Inter-Mountain Basins Semi-Desert Shrub-Steppe,"7127","2127",Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,Shrubland,"613",Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"130","101","72","0.509804","0.396078","0.282353",0.008518646202952,-105.2087224646,39.2425857607
NM3599010579320020522,,BORREGO,Wildfire,"12603",MTBS,Extended,"12877","35.990","-105.793",2002/05/22,"503303520010605","503303520030713","503303520020624","-3","-9999","-970","-150","100","223","400",,7102.803485379712583,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.025785371535340,-105.7950683083,35.9908003514
CO3701010497920020601,,SPRING,Wildfire,"12749",MTBS,Extended,"24044","37.010","-104.979",2002/06/01,"703303420010528","503303420020608",,"67","-9999","-970","-150","174","350","565",,7218.320308597435542,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.028945423426171,-104.9468768947,37.0200931011
CO3706610439820020601,,JAMES AND JOHN,Unknown,"12832",MTBS,Extended,"7190","37.066","-104.398",2002/06/01,"503303420010909","503303420030627","703303420020718","22","-9999","-970","-150","75","311","580",,7462.406595106257555,7146.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.017004792693644,-104.3901832504,37.0741725274
CO3833310547320020602,,IRON MOUNTAIN,Wildfire,"12454",MTBS,Extended,"3955","38.333","-105.473",2002/06/02,"503303320010824","503303320030627","503303320020608","5","-9999","-970","-150","250","322","480",,7132.839934736130999,7146.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.013960326108718,-105.4735892307,38.3316637403
NM3653610495920020602,,TURKEY,Wildfire,"12750",MTBS,Extended,"1103","36.536","-104.959",2002/06/02,"503303520010605","503303520030713","503303520020624","54","-9999","-970","-150","50","237","460",,7157.047762998790859,7107.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.007860277672639,-104.9638548589,36.5365350588
NM3610410503320020602,,CERRO PELON,Wildfire,"12758",MTBS,Initial,"13015","36.104","-105.033",2002/06/02,"503303520010520","503303520020624",,"-7","-9999","-970","-150","60","200","9999",,7142.867988658877948,7147.000000000000000,7147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,"7147","2147",He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,"617",Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","157","77","1.000000","0.615686","0.301961",0.024459251389455,-105.0494730651,36.0943138938
WY4231810539320020607,,HENSEL,Wildfire,"12576",MTBS,Extended,"14439","42.318","-105.393",2002/06/07,"703403120010924","503403120030922",,"28","-9999","-970","-150","125","349","615",,7129.588116647163588,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.035368494227737,-105.3931561585,42.3163205434
NM3668210504720020608,,PONIL COMPLEX,Wildfire,"12484",MTBS,Initial,"89084","36.682","-105.047",2002/06/08,"503303520010520","503303520031017",,"30","-9999","-970","-150","90","150","270",,7148.289761621244907,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.075497565171424,-105.0482894420,36.6708156753
CO3922010528720020608,,HAYMAN,Wildfire,"12585",MTBS,Extended,"129417","39.220","-105.287",2002/06/08,"503303320010824","503303320030814",,"29","-9999","-970","-150","140","211","350",,7159.909962071022164,7086.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.070987141128653,-105.2249001176,39.1306480548
CO3956910737320020608,,COAL SEAM,Wildfire,"12588",MTBS,Initial,"12004","39.569","-107.373",2002/06/08,"703503320010611","503503320020809",,"57","-9999","-970","-150","250","468","750",Part of the fire very patchy along the perimeter,7208.816083864276152,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.018288668226671,-107.3954342875,39.5474496537
CO3744910767720020609,,MISSIONARY RIDGE,Wildfire,"12586",MTBS,Extended,"68919","37.449","-107.677",2002/06/09,"503503420020606","503503420030625","703503420020817","-10","-9999","-970","-150","40","201","400",,7105.388124140868968,7054.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.052303276715590,-107.7276924283,37.4049284036
NM3648110637020020611,,MONTOYA,Wildfire,"12746",MTBS,Extended,"4116","36.481","-106.370",2002/06/11,"703403520010604","503403520030602",,"111","-9999","-970","-150","200","342","550",,7155.075063544427394,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.012432969726456,-106.3872643163,36.4795179267
NM3584910555020020615,,TRAMPAS,Wildfire,"12604",MTBS,Initial,"4099","35.849","-105.550",2002/06/15,"503303520010520","503303520020624",,"96","-9999","-970","-150","130","337","590",,7103.502223186205811,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.013516172194448,-105.5365249268,35.8486285452
CO3763510662120020619,,MILLION,Wildfire,"12577",MTBS,Extended,"7424","37.635","-106.621",2002/06/19,"503403420010612","503403420030922",,"20","-9999","-970","-150","200","342","550",,7137.015037143542031,7059.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.019189073534994,-106.6342396352,37.6275578060
CO3969510747920020622,,SPRING CREEK,Wildfire,"12589",MTBS,Extended,"11668","39.695","-107.479",2002/06/22,"503503220010619","503503220030711",,"70","-9999","-970","-150","65","302","570",,7136.646966866206640,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.024702124329904,-107.4665128477,39.6992953805
CO3861110699720020623,,WILEY RIDG,Wildfire,"12459",MTBS,Initial,"1396","38.611","-106.997",2002/06/23,"703403320010706","503403320020701",,"75","-9999","-970","-150","100","385","700",,7142.997768212976553,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.008948845145990,-107.0007357316,38.6124197615
WY4202410533320020627,,REESE,Wildfire,"12531",MTBS,Extended,"19624","42.024","-105.333",2002/06/27,"703403120020623","503403120030704","703403120020709","-29","-9999","-970","-150","50","259","500",,7412.211140072529815,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.026861264807742,-105.3303767481,42.0305042192
CO4081110676120020712,,MT. ZIRKEL COMPLEX (HINMAN),Wildfire,"12579",MTBS,Extended,"17627","40.811","-106.761",2002/07/12,"503503220010705","503503220030711",,"65","-9999","-970","-150","125","260","450",,7209.677524758721120,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.031531011271900,-106.7741945396,40.8076232923
CO4008910718920020713,,LOST LAKES,Wildfire,"12580",MTBS,Extended,"5888","40.089","-107.189",2002/07/13,"503503220000718","503503220030711",,"61","-9999","-970","-150","200","422","700",The dnbr does not look good. Bad phenological match.,7177.015941372015732,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.015419372342928,-107.1682387699,40.0873878548
CO4029910667420020714,,GREEN CREEK,Wildfire,"12581",MTBS,Extended,"4342","40.299","-106.674",2002/07/14,"503503220010705","503503220030711",,"60","-9999","-970","-150","90","314","575",,7197.784171188696746,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.013285828892043,-106.6928255377,40.2978171533
CO3735310790120020716,,UNNAMED,Unknown,"12833",MTBS,Extended,"1898","37.353","-107.901",2002/07/16,"703503420010611","703503420020817","503503420020606","31","-9999","-970","-150","85","301","555",,7112.320386064030572,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008551513461287,-107.8894114511,37.3521105643
CO4028710541720020717,,BIG ELK,Wildfire,"12578",MTBS,Extended,"4348","40.287","-105.417",2002/07/17,"503403220011018","503403220030922",,"28","-9999","-970","-150","220","349","550",,7131.538453666274108,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017290496981450,-105.4161818882,40.2864641807
CO3999910724920020719,,BIG FISH,Wildfire,"12590",MTBS,Extended,"17273","39.999","-107.249",2002/07/19,"503503220000718","503503220030711",,"65","-9999","-970","-150","200","395","650",,7225.413263794990598,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.023668700270962,-107.2662326801,39.9990827899
CO3962710669720020731,,UNNAMED,Wildfire,"10004095",MTBS,Extended,"1236","39.452","-107.103",2002/07/31,"503503320020708","503503320030711","503503320020809","-25","38","-970","-150","-25","137","325",,7455.109270927092439,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.008861118404422,-107.0959120406,39.4513199110
CO4070610669220020812,,MT. ZIRKEL COMPLEX (BURN RIDGE),Wildfire,"12582",MTBS,Extended,"15478","40.706","-106.692",2002/08/12,"503503220010705","503503220030711",,"64","-9999","-970","-150","125","260","450",,7248.706116524388563,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.023293978820674,-106.7372573143,40.7014543785
NM3587710671020020826,,LAKES,Wildfire,"12605",MTBS,Extended,"4306","35.877","-106.710",2002/08/26,"703403520010604","503403520030602",,"67","-9999","-970","-150","180","302","490",,7137.857437803241737,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.013554425701418,-106.7072376254,35.8791933633
NM3587110583120030623,,CAPULIN,Wildfire,"13062",MTBS,Extended,"6155","35.871","-105.831",2003/06/23,"703303520020531","503303520040731","503303520031017","-6","-9999","-970","-150","120","209","360",,7080.687283236994517,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016030378959961,-105.8289188252,35.8681450317
NM3642410549020030704,,ENCEBADO,Wildfire,"12874",MTBS,Initial,"5141","36.424","-105.490",2003/07/04,"703303520020531","503303520030713",,"-25","-9999","-970","-150","40","180","360",,7082.528155003892607,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017523226630279,-105.4960593959,36.4227985407
CO3750410751520030706,,BEAR CREEK WFU,Wildland Fire Use,"13041",MTBS,Extended,"1866","37.504","-107.515",2003/07/06,"503503420030625","503503420040526",,"44","-9999","-970","-150","20","242","490",Snow cover disturbed in delineating fire perimeter,7097.519947600333580,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.010052919269083,-107.5195331774,37.5048569753
CO3966910700920030711,,DOTSERO CRATER,Wildfire,"12902",MTBS,Initial,"1322","39.669","-107.009",2003/07/11,"503503220030711","503503220030727",,"34","-9999","-970","-150","70","147","278",,7123.288380696149034,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.007631290325728,-107.0192151322,39.6638694916
CO3713810722020030726,,BOLT,Wildfire,"12875",MTBS,Extended,"2392","37.138","-107.220",2003/07/26,"503403420030704","503403420040706","503403420030922","-20","-9999","-970","-150","90","263","480",,7199.513189671187320,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.009292497459623,-107.2254788504,37.1470898049
WY4220010521720031007,,RABBIT CREEK,Wildfire,"10004041",MTBS,Extended,"1631","42.228","-105.208",2003/10/07,"503403120030720","703403120040714","703403120031203","4","25","-970","-150","30","214","430",,7148.689358799454567,7125.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.007116621735745,-105.2092613587,42.2281553134
CO4013210535120031030,,OVERLAND,Wildfire,"13040",MTBS,Extended,"3232","40.132","-105.351",2003/10/30,"503403220020717","503403220040706",,"-67","-9999","-970","-150","150","269","450",,7226.864468612334349,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009418842071120,-105.3764187482,40.1267749636
WY4178410515820040320,,JY RANCH PRESCRIBED BURN PROGRAM,Prescribed Fire,"10004044",MTBS,Initial,"1828","41.782","-105.153",2004/03/20,"503403120010409","503403120040401",,"3","19","-970","-150","25","240","9999",,7533.638865213685676,7086.000000000000000,7086.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,"7086","2086",Sh Rocky Mountain Lower Montane-Foothill Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",0.012154688006671,-105.1568591081,41.7822571232
